index,Record ID,Account: AUM,Annual Revenue,CB 1st Priority,CB 2nd Priority,CB Industries,CB Industry Groups,CB Investment Stage,CB Investor Type,City,Company Domain Name,Company name,Company owner,Company Segment,Country/Region,Create Date,Crunchbase Company URL,CrunchBase URL,Data Source,Description,Industry,Is Public,LinkedIn Bio,LinkedIn Company Page,Merged Company IDs,Number of Associated Contacts,Number of Employees,Number of times contacted,Original Source Data 1,Original Source Data 2,Original Source Type,Parent Company,Phone Number,Postal Code,Segment- Comp,State/Region,Street Address,Street Address 2,Total Money Raised,Type,Web Technologies,Website URL,Year Founded
22136,10332579724,Empty,Empty,Fin Tech,Health,0,0,Early Stage Venture,Venture Capital,"Boston, Massachusetts, United States",j2vp.com,J2 Ventures,Jay Patel,Empty,Empty,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/j2-ventures,Empty,Empty,Empty,Empty,Empty,https://www.linkedin.com/company/j2venturesusa/about/,Empty,2,Empty,10.0,IMPORT,30831692,Offline Sources,Empty,0,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,j2vp.com,Empty
22137,10332758050,Empty,1000000.0,Other,Other,Venture Capital,"Financial Services, Lending and Investments","Early Stage Venture, Seed","Micro VC, Venture Capital","Glendale, California, United States",hillcrestvp.com,Hillcrest Venture Partners,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/hillcrest-venture-partners,Empty,Hillcrest Venture Partners is a venture capital firm that takes a methodical approach to investing in seed to growth stage technology,Venture Capital & Private Equity,False,Hillcrest Venture Partners is a venture capital firm that takes a methodical approach to investing in seed to growth stage technology,https://www.linkedin.com/company/hillcrest-venture-partners/,Empty,2,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,(818) 492-9800,91207,Empty,CA,950 N Isabel St,Empty,Empty,Empty,Rackspace Email,hillcrestvp.com,2010.0
22152,10332368920,Empty,Empty,Other,Other,"Finance, Non Profit, Venture Capital","Financial Services, Lending and Investments, Other",Early Stage Venture,Venture Capital,"Chicago, Illinois, United States",11tribes.com,11 Tribes Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/11-tribes-ventures,Empty,Empowering Entrepreneurs To harness the power of purpose. Empowering Entrepreneurs To harness the power of purpose.,Empty,False,Empowering Entrepreneurs To harness the power of purpose. Empowering Entrepreneurs To harness the power of purpose.,https://www.linkedin.com/company/11-tribes/about/,10332594595,4,10.0,13.0,IMPORT,30831692,Offline Sources,Empty,0,Empty,Empty,IL,Empty,Empty,Empty,Empty,Nginx; Wordpress; Bluehost Hosting; Google Apps,11tribes.vc,Empty
22153,10332490572,Empty,1000000.0,Empty,Empty,Empty,Empty,Empty,Empty,New York,ore.vc,Ore Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,Empty,Empty,"Managed by Andrew Goletka, Ore Ventures is a New York based seed (and pre-seed) investment fund focused on technology enabled companies at the intersection of media, entertainment and marketing.",Empty,False,"Managed by Andrew Goletka, Ore Ventures is a New York based seed (and pre-seed) investment fund focused on technology enabled companies at the intersection of media, entertainment and marketing.",https://www.linkedin.com/company/ore-ventures,Empty,1,10.0,5.0,IMPORT,30831692,Offline Sources,Empty,Empty,10011,Empty,NY,50 West 17th Street,Empty,Empty,Empty,Google Maps; Wordpress; Google Analytics; Twitter Button; Google Apps,ore.vc,2015.0
22157,10332655968,Empty,1000000.0,Fin Tech,Other,"Consulting, Impact Investing, Venture Capital","Financial Services, Lending and Investments, Professional Services","Early Stage Venture, Seed",Venture Capital,"San Francisco, California, United States",ecosystemventures.com,Ecosystem Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/ecosystem-ventures,Empty,"Ecosystem Ventures LLC., is a Silicon Valley-based venture capital investment and strategic consulting firm that is dedicated to building sustainable companies around significant technologies and innovative business ideas. We focus primarily, but not exclusively, on companies that are based in Europe or have strong European ties. We invest in companies during the seed round and work with entrepreneurs to grow their businesses until the first large institutional investment (Series A). To add maximum value to our portfolio companies, we invest more than just capital. We put our time, resources, business expertise, and entrepreneurial vision into each portfolio company and recruit the best scientific, management, and advisory talent available to ensure success and accelerate time to market. Our global ecosystem of investment and industry contacts provides a network of additional support to our portfolio companies. By working closely with our portfolio companies and taking on leading roles in corporate development, marketing, and finance, we create lasting companies that are successful beyond borders.",Empty,False,"Ecosystem Ventures LLC., is a Silicon Valley-based venture capital investment and strategic consulting firm that is dedicated to building sustainable companies around significant technologies and innovative business ideas. We focus primarily, but not exclusively, on companies that are based in Europe or have strong European ties. We invest in companies during the seed round and work with entrepreneurs to grow their businesses until the first large institutional investment (Series A). To add maximum value to our portfolio companies, we invest more than just capital. We put our time, resources, business expertise, and entrepreneurial vision into each portfolio company and recruit the best scientific, management, and advisory talent available to ensure success and accelerate time to market. Our global ecosystem of investment and industry contacts provides a network of additional support to our portfolio companies. By working closely with our portfolio companies and taking on leading roles in corporate development, marketing, and finance, we create lasting companies that are successful beyond borders.",https://www.linkedin.com/company/ecosystems-venture/about/,Empty,1,25.0,Empty,IMPORT,30831692,Offline Sources,Empty,212-687-8080,95070,Empty,CA,21950 Via Regina,Empty,Empty,Empty,Google Analytics; Wordpress; Lexity; Woo Commerce,ecosystemventures.com,2005.0
22168,10332480637,Empty,1000000.0,Health,Other,"Finance, Financial Services, FinTech",Financial Services,Late Stage Venture,Venture Capital,"Concord, Massachusetts, United States",greybirdventures.com,GreyBird Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/greybird-ventures,Empty,"GreyBird Ventures, LLC, is a new medical technology venture firm founded by Michael Devlin, Scott Gazelle, and Tom Miller. We invest in early stage companies developing products to accelerate the nascent trend of precision medicine. Supported by a global network, and with a strategy that focuses on deep involvement with our companies, we nonetheless operate with a strong ethical filter to seek returns that are both financially rewarding and humanitarian.",Venture Capital & Private Equity,False,"GreyBird Ventures, LLC, is a new medical technology venture firm founded by Michael Devlin, Scott Gazelle, and Tom Miller. We invest in early stage companies developing products to accelerate the nascent trend of precision medicine. Supported by a global network, and with a strategy that focuses on deep involvement with our companies, we nonetheless operate with a strong ethical filter to seek returns that are both financially rewarding and humanitarian.",https://www.linkedin.com/company/spindletop-capital,Empty,3,10.0,6.0,IMPORT,30831692,Offline Sources,Empty,786-450-8133,01742,Empty,MA,31 Pondview Lane,Empty,Empty,Empty,Nginx; Wordpress; Bluehost Hosting,greybirdventures.com,2013.0
22170,10332320279,Empty,Empty,Other,Other,"Cannabis, Financial Services, Venture Capital","Community and Lifestyle, Financial Services, Food and Beverage, Health Care, Lending and Investments",Early Stage Venture,Venture Capital,"Sausalito, California, United States",1212.vc,12/12 Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/12-12-ventures,Empty,Empty,Empty,False,Empty,https://www.linkedin.com/company/12-12-ventures,Empty,3,10.0,9.0,IMPORT,30831692,Offline Sources,Empty,8324870000,94965,Empty,CA,3030 Bridgeway,Empty,Empty,Empty,Google Apps; Mailgun,1212.vc,Empty
22172,10332133496,Empty,1000000.0,Fin Tech,Other,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",Early Stage Venture,Venture Capital,"Portola Valley, California, United States",t2vc.com,T2 Venture Creation,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/t2-venture-capital,Empty,Entrepreneurial opportunity is a fundamental right. Founder @RightToStart,Venture Capital & Private Equity,False,Empty,http://www.linkedin.com/company/t2-venture-capital,Empty,1,10.0,5.0,IMPORT,30831692,Offline Sources,Empty, +1 650 933 4905,94028,Empty,CA,846 Portola Road,Empty,Empty,Empty,Youtube; Squarespace; Google Analytics,t2vc.com,2007.0
22175,10330784572,Empty,1000000.0,Health,Other,Venture Capital,"Financial Services, Lending and Investments","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture","Private Equity Firm, Venture Capital","Dallas, Texas, United States",ward.ventures,ward.ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/ward-ventures,Empty,Investing In People,Empty,False,Empty,https://www.linkedin.com/company/ward-ventures,Empty,1,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,212-929-0358,75219,Empty,"Dallas, Texas, United States","3963 Maple Avenue. Suite 300. Dallas, Texas 75219",Empty,Empty,Empty,Google Cloud; Go Squared; Facebook Connect; Google Apps; Google Analytics; DoubleClick Ads; Google Tag Manager,ward.ventures,2015.0
22177,10332503041,Empty,Empty,Health,Fin Tech,"Finance, Health Care, Venture Capital, Women's","Community and Lifestyle, Financial Services, Health Care, Lending and Investments",Early Stage Venture,Venture Capital,"Atlanta, Georgia, United States",steelskyventures.com,SteelSky Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/steelsky-ventures,Empty,"SteelSky Ventures was founded by women to fund healthcare solutions tailored to women, utilizing new innovations in health tech, digital health, consumer health, maternal health, and other women's healthcare needs. Visit now to learn more about investi...",Empty,False,"SteelSky Ventures was founded by women to fund healthcare solutions tailored to women, utilizing new innovations in health tech, digital health, consumer health, maternal health, and other women's healthcare needs. Visit now to learn more about investi...",https://www.linkedin.com/company/steelsky-ventures/,Empty,3,10.0,15.0,IMPORT,30831692,Offline Sources,Empty,0,10001,Empty,Washington,Empty,Empty,Empty,Empty,Microsoft Exchange Online; Microsoft Office 365; Nginx; Wordpress; Google Tag Manager; Google Analytics; Godaddy Nameserver; Outlook,steelskyventures.com,2017.0
22180,10330743709,Empty,1000000.0,Energy,Fin Tech,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",Early Stage Venture,Venture Capital,"New York, New York, United States",opendoorvc.com,OpenDoor Venture Capital,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/opendoor-venture-capital,Empty,OpenDoor Venture Capital is a NYC based company founded by Ken Fried. Our mission is to find and invest in the next generation of innovative start-ups,Empty,False,OpenDoor Venture Capital is a NYC based company founded by Ken Fried. Our mission is to find and invest in the next generation of innovative start-ups,https://www.linkedin.com/company/opendoorventurecapital,Empty,1,10.0,0.0,IMPORT,30831692,Offline Sources,Empty,0,10022,Renuka Energy April 2023 2nd,NY,641 Lexington Ave,Empty,Empty,Empty,Microsoft Exchange Online; Gravity Forms; Microsoft Office 365; Google Maps; Wordpress; Google Tag Manager; Google Analytics; Godaddy Nameserver; Outlook; Sukuri/Cloudproxy; Woo Commerce,opendoorvc.com,2012.0
22183,10332461633,Empty,Empty,Health,Other,0,0,Early Stage Venture,Venture Capital,"Houston, Texas, United States",newclimateventures.com,New Climate Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/new-climate-ventures,Empty,Empty,Empty,False,Empty,https://www.linkedin.com/company/new-climate-ventures/,Empty,1,10.0,5.0,IMPORT,30831692,Offline Sources,Empty,0,Empty,Empty,TX,Empty,Empty,Empty,Empty,Google Apps; Sentry,newclimateventures.com,2021.0
22187,10332295007,Empty,1000000.0,Health,Other,"AgTech, Consumer Electronics, Hardware, Industrial Automation, Internet of Things, Medical Device","Agriculture and Farming, Consumer Electronics, Hardware, Health Care, Internet Services, Manufacturing, Science and Engineering","Early Stage Venture, Seed",Venture Capital,"Chicago, Illinois, United States",dipaloventures.com,Dipalo Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/dipalo-ventures,Empty,Craftsmanship. Expertise. Time well spent.Breakthrough technologies at the intersection of physical and digital. Submit Now What we do We invest in pre-seed to early-stage rounds in physical products designed for sustainability. If you are a physical p...,Empty,False,Craftsmanship. Expertise. Time well spent.Breakthrough technologies at the intersection of physical and digital. Submit Now What we do We invest in pre-seed to early-stage rounds in physical products designed for sustainability. If you are a physical p...,https://www.linkedin.com/company/dipaloventures/,Empty,3,10.0,15.0,IMPORT,30831692,Offline Sources,Empty,615 983 6294,60654,Empty,IL,350 North Orleans Street,Empty,Empty,Empty,Amazon S3; Apache; Wordpress; Google Tag Manager; Google Analytics; Godaddy Nameserver; Google Apps; Mailchimp,dipaloventures.com,2016.0
22203,10332253331,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,conexusventurecapital.ca,Conexusventurecapital,Jay Patel,Empty,Canada,2022-12-12 15:10:00,Empty,Empty,Empty,"Conexus Venture Capital (Conexus VC) invests time, knowledge and capital in Saskatchewan and Canadian high-growth startups, helping to fuel growth in the local innovation economy.",Empty,False,"Conexus Venture Capital (Conexus VC) invests time, knowledge and capital in Saskatchewan and Canadian high-growth startups, helping to fuel growth in the local innovation economy.",Empty,Empty,1,Empty,1.0,IMPORT,30831692,Offline Sources,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Gravity Forms; Nginx; Wordpress; Google Tag Manager; Recaptcha; Instagram,conexusventurecapital.ca,Empty
22213,10332444466,Empty,1000000.0,Other,Other,Venture Capital,"Financial Services, Lending and Investments","Early Stage Venture, Seed","Private Equity Firm, Venture Capital","Washington, District of Columbia, United States",dcventures.vc,DC Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/dc-ventures,Empty,"We are an early-stage focused Venture Capital and Startup advisory firm. We support and invest in entrepreneurs with the passion, drive and focus needed for success",Empty,False,"We are an early-stage focused Venture Capital and Startup advisory firm. We support and invest in entrepreneurs with the passion, drive and focus needed for success",https://www.linkedin.com/company/9203515,Empty,1,10.0,1.0,IMPORT,30831692,Offline Sources,Empty,(202) 350-4290,20005,Empty,"Washington, District of Columbia, United States",1225 15th Street Northwest,Empty,Empty,Empty,Google Maps; Wordpress; Go Squared; Google Analytics,dcventures.vc,2012.0
22221,10332730267,Empty,10000000.0,Fin Tech,Other,Consulting,Professional Services,0,Venture Capital,"Redwood City, California, United States",apvco.com,Asia Pacific Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/asia-pacific-ventures,Empty,Empty,Empty,False,Empty,https://www.linkedin.com/company/asia-pacific-ventures/,Empty,3,10.0,16.0,IMPORT,30831692,Offline Sources,Empty,(650) 585-3300,94065,Empty,CA,3 Lagoon Drive,Empty,Empty,Empty,Facebook Connect; Google Analytics; DoubleClick Ads; Google Tag Manager,apvco.com,1989.0
22232,10330934360,Empty,Empty,Health,Other,0,0,"Early Stage Venture, Seed",Venture Capital,"Chicago, Illinois, United States",barrelvc.com,Barrel Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/barrel-ventures,Empty,Empty,Empty,False,Empty,0,Empty,1,10.0,2.0,IMPORT,30831692,Offline Sources,Empty,0,60654,Empty,IL,100 W Kinzie St,Empty,Empty,Empty,Squarespace; Typekit By Adobe; Google Apps,barrelvc.com,Empty
22233,10332356436,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Chicago,bar9ventures.com,Bar9Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,Empty,Empty,Empty,Empty,False,Empty,Empty,Empty,1,Empty,5.0,IMPORT,30831692,Offline Sources,Empty,Empty,60606,Empty,IL,10 South Riverside Plaza,Empty,Empty,Empty,Microsoft Exchange Online; Microsoft Office 365; Apache; Google Maps; Wordpress; Go Squared; Bluehost Hosting; Outlook,bar9ventures.com,Empty
22241,10332556952,Empty,Empty,Health,Fin Tech,"Angel Investment, Biotechnology, Health Care, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",Early Stage Venture,Venture Capital,"Madison, Wisconsin, United States",30ventures.net,30Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/30ventures,Empty,Driving Healthcare Innovation 30Ventures uses extensive due diligence to select from the best of the Midwest's recently-seeded ventures that are focused on developing cutting-edge technology that will greatly impact human healthcare. Our princip...,Empty,False,Driving Healthcare Innovation 30Ventures uses extensive due diligence to select from the best of the Midwest's recently-seeded ventures that are focused on developing cutting-edge technology that will greatly impact human healthcare. Our princip...,https://www.linkedin.com/company/30ventures/,Empty,2,10.0,5.0,IMPORT,30831692,Offline Sources,Empty,(608) 347-2745,53715,Empty,WI,1403 University Avenue,Empty,Empty,Empty,Microsoft Exchange Online; Microsoft Office 365; Apache; Wordpress; Twitter Button; Godaddy Nameserver; Rackspace; Outlook,30ventures.net,2018.0
22248,10330934358,Empty,1000000.0,Other,Other,0,0,Early Stage Venture,Venture Capital,"New York, New York, United States",melitasventures.com,Melitas Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/melitas-ventures,Empty,Melitas Ventures is a New York based Venture Capital fund that invests in early stage food & beverage companies through the entire value chain.,Empty,False,Melitas Ventures is a New York based Venture Capital fund that invests in early stage food & beverage companies through the entire value chain.,https://www.linkedin.com/company/nebariventures/,Empty,4,10.0,16.0,IMPORT,30831692,Offline Sources,Empty,0,10011,Empty,NY,130 5th Avenue,Empty,Empty,Empty,Microsoft Exchange Online; Wordpress; MaxCDN,melitasventures.com,2017.0
22277,10332308876,Empty,Empty,Fin Tech,Health,"Business Development, Education, Financial Services, Venture Capital","Education, Financial Services, Lending and Investments, Professional Services",0,Venture Capital,"Salt Lake City, Utah, United States",juvovc.org,Juvo Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/juvo-ventures,Empty,Empty,Empty,False,Empty,https://www.linkedin.com/company/juvo-ventures/,Empty,1,10.0,5.0,IMPORT,30831692,Offline Sources,Empty,0,84107,Empty,UT,4001 South 700 East,Empty,Empty,Empty,Gravity Forms; Apache; Wordpress; Google Tag Manager; Godaddy Nameserver,juvovc.org,2019.0
22280,10332434608,Empty,1000000.0,Other,Other,Venture Capital,"Financial Services, Lending and Investments",0,Venture Capital,"Redwood City, California, United States",omidyarventures.com,Omidyar Technology Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/omidyar-technology-ventures,Empty,Omidyar Technology Ventures is an early stage venture capital firm created and solely funded by Pierre Omidyar.,Empty,False,Omidyar Technology Ventures is an early stage venture capital firm created and solely funded by Pierre Omidyar.,https://www.linkedin.com/company/omidyar-technology-ventures,Empty,2,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,0,94063,Empty,CA,1991 Broadway,Empty,Empty,Empty,Rackspace Email; Typekit By Adobe; Nginx; Wordpress; Google Cloud; Go Squared; Twitter Button; Godaddy Nameserver,omidyarventures.com,2015.0
22281,10332655956,Empty,10000000.0,Energy,Other,0,0,Late Stage Venture,Venture Capital,"Minneapolis, Minnesota, United States",tvp.com,Technology Venture Partners US,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/technology-venture-partners-us,Empty,"Technology Venture Partners, LLC (TVP) operates as a venture capital firm. The Company invests in technology and healthcare companies. Technology Venture Partners serves customers in the United States.",Venture Capital & Private Equity,False,"Technology Venture Partners, LLC (TVP) operates as a venture capital firm. The Company invests in technology and healthcare companies. Technology Venture Partners serves customers in the United States.",0,Empty,3,50.0,Empty,IMPORT,30831692,Offline Sources,Empty,0,55435,Renuka Energy April 2023 2nd,MN,7760 France Avenue South,Empty,Empty,Empty,Microsoft Exchange Online; Amazon S3; Typekit By Adobe; Google Tag Manager; Cloud Flare; Outlook,tvp.com,2010.0
22286,10332241432,Empty,10000000.0,Energy,Energy,"CleanTech, Finance, Venture Capital","Financial Services, Lending and Investments, Sustainability","Early Stage Venture, Late Stage Venture",Venture Capital,"San Francisco, California, United States",cleanpacific.com,Clean Pacific Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/clean-pacific-ventures,Empty,"Clean Pacific Ventures is a venture capital fund that invests in promising early stage clean technology companies. Clean Pacific focuses primarily on clean technologies related to energy, water, carbon reduction, agriculture and materials. In addition to LumiGrow, the portfolio includes Carbonflow, Clean Power Finance, HydroNovation, Marrone Bio Innovations and SunLink.",Empty,False,"Clean Pacific Ventures is a venture capital fund that invests in promising early stage clean technology companies. Clean Pacific focuses primarily on clean technologies related to energy, water, carbon reduction, agriculture and materials. In addition to LumiGrow, the portfolio includes Carbonflow, Clean Power Finance, HydroNovation, Marrone Bio Innovations and SunLink.",https://www.linkedin.com/company/10802554/,Empty,2,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,415-297-8793,94111,Atif Energy March 2023 1st,CA,Two Transamerica Center 505 Sansome St,Empty,Empty,Empty,Godaddy Nameserver; Wordpress; Lexity,cleanpacific.com,Empty
22292,10332655955,Empty,Empty,Health,Other,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",Seed,"Micro VC, Venture Capital","San Francisco, California, United States",f7ventures.com,f7 Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/f7-ventures,Empty,We’re a group of senior operators that met during our tenures at Facebook. We lived and learned the value of creating strong connections at Facebook both through the platform we helped build and scale and through our close working relationships.,Empty,False,We’re a group of senior operators that met during our tenures at Facebook. We lived and learned the value of creating strong connections at Facebook both through the platform we helped build and scale and through our close working relationships.,https://www.linkedin.com/company/f7ventures,Empty,3,25.0,Empty,IMPORT,30831692,Offline Sources,Empty,0,94127,Empty,CA,Empty,Empty,Empty,Empty,Apache; Wordpress; Google Tag Manager; Twitter Button; Google Apps,f7ventures.com,2018.0
22301,10332320276,Empty,50000000.0,Health,Other,"Information Technology, Telecommunications, Venture Capital","Financial Services, Hardware, Information Technology, Lending and Investments","Early Stage Venture, Late Stage Venture",Venture Capital,"Wellesley, Massachusetts, United States",inflectpoint.com,Inflection Point Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/inflection-point-ventures,Empty,"Inflection Point Venture (IPV) provides venture capital and business support for early stage technology companies with the potential to generate rapid growth in revenue, profitability, and shareholder value. IPV focuses on businesses whose technology holds potential to fundamentally change markets, seeking companies who can cause an inflection point in demand -- who can introduce new, high value-added products and services, upset the status quo, and capture market leadership. IPV invests primarily in pre and post-revenue companies seeking their first round of equity financing, helping with recruiting, ongoing development of business plans, product management and distribution strategy. www.inflectpoint.com.",Venture Capital & Private Equity,False,"Inflection Point Venture (IPV) provides venture capital and business support for early stage technology companies with the potential to generate rapid growth in revenue, profitability, and shareholder value. IPV focuses on businesses whose technology holds potential to fundamentally change markets, seeking companies who can cause an inflection point in demand -- who can introduce new, high value-added products and services, upset the status quo, and capture market leadership. IPV invests primarily in pre and post-revenue companies seeking their first round of equity financing, helping with recruiting, ongoing development of business plans, product management and distribution strategy. www.inflectpoint.com.",https://www.linkedin.com/company/inflection-point-ventures,Empty,3,10.0,5.0,IMPORT,30831692,Offline Sources,Empty,858 509-4744,19711,Empty,DE,1 Innovation Way,Empty,Empty,Empty,Empty,inflectpoint.com,2000.0
22302,10332421434,Empty,Empty,Health,Other,Finance,Financial Services,"Convertible Note, Debt, Early Stage Venture, Post-Ipo, Seed","Angel Group, Family Investment Office, Venture Capital","New York, New York, United States",newageventures.net,New Age Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/new-age-ventures,Empty,"New Age Ventures is a globally active generalist venture studio with a rich portfolio of earlier stage and actively managed investments across healthcare, medical devices, digital health, cleantech, consumer tech, deep tech, applied artificial intellig...",Empty,False,"New Age Ventures is a globally active generalist venture studio with a rich portfolio of earlier stage and actively managed investments across healthcare, medical devices, digital health, cleantech, consumer tech, deep tech, applied artificial intellig...",https://www.linkedin.com/company/new-age-ventures/,Empty,3,25.0,5.0,IMPORT,30831692,Offline Sources,Empty,0,10175,Empty,NY,521 5th Avenue,Empty,Empty,Empty,Nginx,newageventures.net,Empty
22305,10332738972,Empty,Empty,Real Estate,Fin Tech,"Consumer, Hospitality, Real Estate, Retail, SaaS, Software","Commerce and Shopping, Other, Real Estate, Software, Travel and Tourism","Early Stage Venture, Seed",Venture Capital,"New York, New York, United States",overeasyventures.com,Overeasy Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/overeasy-ventures,Empty,"Pre-seed and seed-round venture fund focused on Consumer Goods, Consumer Tech, and PropTech companies disrupting the wheel.",Empty,False,"Pre-seed and seed-round venture fund focused on Consumer Goods, Consumer Tech, and PropTech companies disrupting the wheel.",https://www.linkedin.com/company/intelis-capital,Empty,2,10.0,10.0,IMPORT,30831692,Offline Sources,Empty,949.264.2284,Empty,Empty,NY,Empty,Empty,Empty,Empty,Microsoft Exchange Online; Squarespace; Microsoft Office 365; Outlook,overeasyventures.com,2020.0
22307,10332218920,Empty,1000000.0,Health,Health,Venture Capital,"Financial Services, Lending and Investments","Early Stage Venture, Seed",Venture Capital,"New York, New York, United States",pilotmtventures.com,Pilot Mountain Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/pilot-mountain-ventures,Empty,"Pilot Mountain Ventures is a seed stage venture capital firm, based out of New York City but investing globally in opportunities where we can add value. Our team is comprised of successful investors, corporate officers, consultants, and entrepreneurs with over fifty years combined experience. Our target investment is in the seed round, but we will invest up to through the Series A. While we are industry agnostic, we focus in technology and medical device where our partners have the most experience. Besides a financial investment, Pilot Mountain adds value that enables seed stage companies to hit the growth they need, through our business development partners, strategic advice, and recruiting network. We also help get you to that next funding round. We like scalable businesses, with low costs, and foreseeable exits. And we like investing in people solving real problems. We like visionaries, with determinate views of the future. We like when those visions serve to disrupt existing markets and create new ones. And while we believe in the importance of product and market, we believe most importantly in founders and teams. We prefer founding teams to solo founders, and we prefer successful serial entrepreneurs most of all. We establish relationships with our founders. We don't perform transactions with them. Shoot us an email if you want to hear more.",Empty,False,"Pilot Mountain Ventures is a seed stage venture capital firm, based out of New York City but investing globally in opportunities where we can add value. Our team is comprised of successful investors, corporate officers, consultants, and entrepreneurs with over fifty years combined experience. Our target investment is in the seed round, but we will invest up to through the Series A. While we are industry agnostic, we focus in technology and medical device where our partners have the most experience. Besides a financial investment, Pilot Mountain adds value that enables seed stage companies to hit the growth they need, through our business development partners, strategic advice, and recruiting network. We also help get you to that next funding round. We like scalable businesses, with low costs, and foreseeable exits. And we like investing in people solving real problems. We like visionaries, with determinate views of the future. We like when those visions serve to disrupt existing markets and create new ones. And while we believe in the importance of product and market, we believe most importantly in founders and teams. We prefer founding teams to solo founders, and we prefer successful serial entrepreneurs most of all. We establish relationships with our founders. We don't perform transactions with them. Shoot us an email if you want to hear more.",https://www.linkedin.com/company-beta/8746056/,Empty,2,10.0,Empty,IMPORT,30831692,Offline Sources,Empty,(949)923-1629,Empty,Empty,NY,NEW YORK,Empty,Empty,Empty,Apache; Wordpress; Google Tag Manager; Google Analytics; Google Apps,pilotmtventures.com,2012.0
22310,10332253328,Empty,10000000.0,Health,Other,Finance,Financial Services,"Early Stage Venture, Late Stage Venture","Private Equity Firm, Venture Capital","Glenwood, Maryland, United States",stevewalker.com,Walker Ventures,Jay Patel,Empty,United States,2022-12-12 15:10:00,Empty,https://www.crunchbase.com/organization/walker-ventures,Empty,Misc Intermediation,Empty,False,Empty,0,Empty,2,50.0,Empty,IMPORT,30831692,Offline Sources,Empty,0,21738,Empty,MD,3060 Washington Rd,Empty,Empty,Empty,Empty,stevewalker.com,Empty
